loss,IoU,MA_IoU,accuracy,MA_accuracy,precision,MA_precision,recall,MA_recall,F1_score,MA_F1_score
0.6378220915794373,"[0.6843694448471069, 0.7832573056221008, 0.21553166210651398, 0.666486918926239, 0.6761205196380615, 0.37787944078445435, 0.32794299721717834]",0.5330840945243835,"[0.952347457408905, 0.8612717390060425, 0.8925260305404663, 0.955664873123169, 0.9867839217185974, 0.9337072968482971, 0.9994805455207825]",0.9402545690536499,"[0.7443084716796875, 0.8858234286308289, 0.3449825644493103, 0.8167269229888916, 0.8205133080482483, 0.6005467176437378, 0.5231320261955261]",0.6765762567520142,"[0.8947184681892395, 0.8712118268013, 0.3648313581943512, 0.7836959362030029, 0.793476402759552, 0.504745364189148, 0.467782199382782]",0.6686374545097351,"[0.8126121163368225, 0.8784568905830383, 0.35462942719459534, 0.7998705506324768, 0.8067684173583984, 0.548494279384613, 0.4939112663269043]",0.6725834608078003
0.6234851479530334,"[0.6867312788963318, 0.788415253162384, 0.22546817362308502, 0.6719421744346619, 0.6851145029067993, 0.3916958272457123, 0.3547368347644806]",0.5434434413909912,"[0.952864944934845, 0.8651560544967651, 0.8943976759910583, 0.9566237330436707, 0.9871568083763123, 0.9350833296775818, 0.9995020627975464]",0.9415407180786133,"[0.7470805644989014, 0.8903762102127075, 0.3568425178527832, 0.8225303292274475, 0.8228344321250916, 0.6080788969993591, 0.5436810255050659]",0.6844891309738159,"[0.8947505950927734, 0.8731745481491089, 0.3798152208328247, 0.7858776450157166, 0.8036655783653259, 0.5239777565002441, 0.5051328539848328]",0.6809135675430298,"[0.8142746686935425, 0.8816914558410645, 0.36797067523002625, 0.8037863373756409, 0.8131370544433594, 0.5629043579101562, 0.5236985683441162]",0.6826966404914856
0.6149534583091736,"[0.6911383271217346, 0.7922735214233398, 0.23374171555042267, 0.6768158674240112, 0.6786919236183167, 0.40364187955856323, 0.3186226487159729]",0.5421323180198669,"[0.9538126587867737, 0.8679062128067017, 0.8954404592514038, 0.9573312997817993, 0.9868425726890564, 0.937175452709198, 0.9994568824768066]",0.9425665140151978,"[0.7521379590034485, 0.8928510546684265, 0.36487939953804016, 0.8248538374900818, 0.8181072473526001, 0.6244705319404602, 0.4988051950931549]",0.6823008060455322,"[0.8949785828590393, 0.8755167126655579, 0.3940739631652832, 0.7904070615768433, 0.7993037104606628, 0.5330243706703186, 0.4686654508113861]",0.6794243454933167,"[0.8173646330833435, 0.8840989470481873, 0.3789151906967163, 0.807263195514679, 0.8085962533950806, 0.5751351714134216, 0.48326584696769714]",0.6808595657348633
0.6004456281661987,"[0.6940284371376038, 0.7953709363937378, 0.2438211590051651, 0.6865854263305664, 0.6941972374916077, 0.41553792357444763, 0.32731303572654724]",0.5509791374206543,"[0.9543823003768921, 0.870240330696106, 0.8967975378036499, 0.9590058922767639, 0.9875765442848206, 0.9386115670204163, 0.9994496703147888]",0.9437234401702881,"[0.754820704460144, 0.8957801461219788, 0.3746570348739624, 0.8349975943565369, 0.8280730247497559, 0.6334282159805298, 0.4922648072242737]",0.6877173781394958,"[0.8960210680961609, 0.8764781951904297, 0.41114041209220886, 0.7943601012229919, 0.8111025094985962, 0.5471032857894897, 0.4941316246986389]",0.6900481581687927,"[0.81938236951828, 0.8860240578651428, 0.3920517563819885, 0.814172089099884, 0.8194999098777771, 0.5871095061302185, 0.49319642782211304]",0.6888808012008667
0.5900245308876038,"[0.695613443851471, 0.7979735136032104, 0.25206634402275085, 0.6933931112289429, 0.6926470994949341, 0.4269856810569763, 0.3616408407688141]",0.5600457191467285,"[0.9546694755554199, 0.872429609298706, 0.897672176361084, 0.9600499272346497, 0.9875126481056213, 0.9396125674247742, 0.9995097517967224]",0.9444937705993652,"[0.7559558749198914, 0.8999589681625366, 0.3816397488117218, 0.839716911315918, 0.8276945352554321, 0.6372973322868347, 0.5512754321098328]",0.6990769505500793,"[0.8970609307289124, 0.8756470680236816, 0.4260872006416321, 0.7991650700569153, 0.8093487024307251, 0.5640563368797302, 0.5125053524971008]",0.6976959109306335,"[0.8204858899116516, 0.8876365423202515, 0.40264055132865906, 0.8189393281936646, 0.8184188008308411, 0.5984442234039307, 0.5311838984489441]",0.6983857750892639
0.5828703045845032,"[0.6982575058937073, 0.8011054992675781, 0.25899538397789, 0.692033052444458, 0.699034571647644, 0.43191054463386536, 0.3229237496852875]",0.5577515363693237,"[0.955241858959198, 0.8747320771217346, 0.8987705111503601, 0.9598550796508789, 0.9877490401268005, 0.9401343464851379, 0.9994337558746338]",0.9451310038566589,"[0.7592006921768188, 0.9027079939842224, 0.3885708451271057, 0.8390655517578125, 0.8274170756340027, 0.6399767398834229, 0.47843044996261597]",0.6907670497894287,"[0.8968917727470398, 0.876810610294342, 0.4371509850025177, 0.7979472279548645, 0.8183546662330627, 0.5705361366271973, 0.49837079644203186]",0.6994374394416809,"[0.8223222494125366, 0.8895708918571472, 0.41143184900283813, 0.8179900050163269, 0.8228608965873718, 0.6032647490501404, 0.48819705843925476]",0.6950752139091492
0.5739979147911072,"[0.6985083818435669, 0.8050451278686523, 0.2646740674972534, 0.6974178552627563, 0.7065469026565552, 0.44266411662101746, 0.3569630980491638]",0.5674028396606445,"[0.9552471041679382, 0.8775337338447571, 0.90056312084198, 0.9606587290763855, 0.9881328344345093, 0.9412223696708679, 0.9994717836380005]",0.9461185336112976,"[0.7588081359863281, 0.9055667519569397, 0.39731693267822266, 0.8423859477043152, 0.8344342112541199, 0.6450761556625366, 0.511938750743866]",0.6993610262870789,"[0.897854745388031, 0.8788229823112488, 0.4422138035297394, 0.8020814061164856, 0.8217485547065735, 0.5851907134056091, 0.5411104559898376]",0.7098604440689087,"[0.822496235370636, 0.8919944763183594, 0.4185648560523987, 0.8217397332191467, 0.8280428051948547, 0.6136759519577026, 0.5261205434799194]",0.7045716643333435
0.5664106607437134,"[0.6997983455657959, 0.8061830401420593, 0.2701485753059387, 0.7045539617538452, 0.7028935551643372, 0.4487258493900299, 0.3726024031639099]",0.5721294283866882,"[0.9554979801177979, 0.8783624172210693, 0.9009915590286255, 0.9618334174156189, 0.987890362739563, 0.9423723816871643, 0.999485194683075]",0.9466333985328674,"[0.7600022554397583, 0.9065605998039246, 0.4011037051677704, 0.8494528532028198, 0.8271164298057556, 0.6545217633247375, 0.5231841206550598]",0.7031345963478088,"[0.8983131051063538, 0.8792424201965332, 0.4527866244316101, 0.8050820827484131, 0.8239466547966003, 0.5879934430122375, 0.5641898512840271]",0.7159363627433777,"[0.8233898282051086, 0.892692506313324, 0.4253810942173004, 0.8266724944114685, 0.8255285024642944, 0.6194764971733093, 0.5429137945175171]",0.7094777226448059
0.559806227684021,"[0.7039790153503418, 0.808621346950531, 0.27597132325172424, 0.7100655436515808, 0.7094188928604126, 0.45619842410087585, 0.37906530499458313]",0.5776171088218689,"[0.9564154148101807, 0.8800492286682129, 0.9024498462677002, 0.9624670743942261, 0.9881932139396667, 0.943372368812561, 0.9994871616363525]",0.9474906921386719,"[0.7654895782470703, 0.9080347418785095, 0.4086962640285492, 0.8485905528068542, 0.8310204744338989, 0.6610596776008606, 0.5243260264396667]",0.7067453861236572,"[0.8975505232810974, 0.8807521462440491, 0.45939838886260986, 0.8130767941474915, 0.8290054798126221, 0.59548419713974, 0.5777482390403748]",0.7218593955039978,"[0.8262765407562256, 0.8941853642463684, 0.43256664276123047, 0.8304541707038879, 0.8300117254257202, 0.6265608668327332, 0.5497423410415649]",0.7142224311828613
0.5532777905464172,"[0.704037606716156, 0.8101689219474792, 0.28626251220703125, 0.7130632400512695, 0.70607990026474, 0.46373236179351807, 0.33712515234947205]",0.5743528604507446,"[0.9563190340995789, 0.8812399506568909, 0.9039397239685059, 0.9630656242370605, 0.9880168437957764, 0.9444199800491333, 0.9994239807128906]",0.9480607509613037,"[0.7639384865760803, 0.9099349975585938, 0.4179667830467224, 0.8541930317878723, 0.8275271654129028, 0.6681941151618958, 0.47248274087905884]",0.7020338773727417,"[0.8997880816459656, 0.8808006048202515, 0.47601771354675293, 0.8118829727172852, 0.8279168009757996, 0.6024658679962158, 0.5406054258346558]",0.7199253439903259,"[0.8263169527053833, 0.8951308131217957, 0.44510746002197266, 0.8325007557868958, 0.8277219533920288, 0.6336300373077393, 0.5042536854743958]",0.7108671069145203
